회사명,종목코드,상장일
엘아이에스,138690,2011-06-02
KX,122450,2011-05-25
골프존뉴딘홀딩스,121440,2011-05-20
윈스,136540,2011-05-02
하림,136480,2011-05-02
이퓨쳐,134060,2011-04-27
티케이케미칼,104480,2011-04-26
부스타,008470,2011-02-23
나노신소재,121600,2011-02-09
케이아이엔엑스,093320,2011-02-08
티피씨글로벌,130740,2011-02-08
딜리,131180,2011-01-31
엘비세미콘,061970,2011-01-31
제이엔케이히터,126880,2011-01-31
블루콤,033560,2011-01-26
인트론바이오,048530,2011-01-26
커넥트웨이브,119860,2011-01-24
알서포트,131370,2011-01-05
인텍플러스,064290,2011-01-05
티에스이,131290,2011-01-05
이브이첨단소재,131400,2010-12-27
대정화금,120240,2010-12-20
피제이메탈,128660,2010-12-13
옵투스제약,131030,2010-12-03
에이루트,096690,2010-12-01
티비씨,033830,2010-11-29
시그네틱스,033170,2010-11-26
한국전자인증,041460,2010-11-19
BGF에코머티리얼즈,126600,2010-11-12
디케이락,105740,2010-11-12
위메이드플레이,123420,2010-11-10
KH 전자,111870,2010-11-05
아나패스,123860,2010-11-05
KNN,058400,2010-11-03
누리플랜,069140,2010-10-26
아이텍,119830,2010-10-26
인화정공,101930,2010-10-22
지나인제약,078650,2010-10-22
셀피글로벌,068940,2010-10-19
한일진공,123840,2010-10-05
알파홀딩스,117670,2010-09-17
포메탈,119500,2010-09-17
다원시스,068240,2010-09-14
씨젠,096530,2010-09-10
와이솔,122990,2010-09-10
하이비젼시스템,126700,2010-09-10
화신정공,126640,2010-08-31
코리아에프티,123410,2010-08-27
엠에스오토텍,123040,2010-08-06
이글루,067920,2010-08-04
인터로조,119610,2010-07-28
하이텍팜,106190,2010-07-28
크루셜텍,114120,2010-07-21
에스디시스템,121890,2010-07-16
알톤스포츠,123750,2010-07-02
유비벨록스,089850,2010-06-18
오르비텍,046120,2010-06-15
엑스큐어,070300,2010-06-09
투비소프트,079970,2010-06-01
인피니트헬스케어,071200,2010-05-26
서진오토모티브,122690,2010-05-25
인지소프트,100030,2010-05-25
이스트아시아홀딩스,900110,2010-04-23
애머릿지,900100,2010-04-21
케이씨에스,115500,2010-04-14
씨케이에이치,900120,2010-03-31
HLB테라퓨틱스,115450,2010-03-26
삼기,122350,2010-03-19
이미지스,115610,2010-02-26
인포바인,115310,2010-02-09
하이소닉,106080,2010-02-09
모베이스,101330,2010-02-04
스타플렉스,115570,2010-01-27
우리넷,115440,2010-01-27
아세아텍,050860,2010-01-26
폴라리스우노,114630,2010-01-15
코디,080530,2010-01-05
글로벌에스엠,900070,2009-12-23
ITX-AI,099520,2009-12-22
KPX생명과학,114450,2009-12-22
디와이피엔에프,104460,2009-12-22
멜파스,096640,2009-12-18
위메이드,112040,2009-12-18
셀바스AI,108860,2009-12-10
이원컴포텍,088290,2009-12-01
강원에너지,114190,2009-11-20
휴맥스,115160,2009-11-16
에이프로젠 H&G,109960,2009-11-13
동방선기,099410,2009-11-10
상상인인더스트리,101000,2009-11-06
진매트릭스,109820,2009-11-06
비츠로셀,082920,2009-10-28
한스바이오메드,042520,2009-10-09
NHN벅스,104200,2009-10-06
아이앤씨,052860,2009-10-06
케이엔더블유,105330,2009-09-29
디에스케이,109740,2009-09-23
제넥신,095700,2009-09-15
톱텍,108230,2009-09-15
동국S&C,100130,2009-08-31
에스앤더블류,103230,2009-08-05
컴투스홀딩스,063080,2009-07-30
동일금속,109860,2009-07-28
어보브반도체,102120,2009-06-05
위메이드맥스,101730,2009-06-03
이엔에프테크놀로지,102710,2009-05-28
스맥,099440,2009-05-26
SDN,099220,2009-05-19
한국정밀기계,101680,2009-05-19
흥국,010240,2009-05-12
우림피티에스,101170,2009-04-28
티플랙스,081150,2009-04-23
에스티오,098660,2009-04-17
에이테크솔루션,071670,2009-04-17
에스앤에스텍,101490,2009-04-14
뷰웍스,100120,2009-04-10
코오롱생명과학,102940,2009-04-07
엔시트론,101400,2009-03-31
파인테크닉스,106240,2009-03-16
이수앱지스,086890,2009-02-03
대성파인텍,104040,2009-01-23
유비쿼스홀딩스,078070,2009-01-23
메디톡스,086900,2009-01-16
엠게임,058630,2008-12-19
아이컴포넌트,059100,2008-12-16
HLB생명과학,067630,2008-11-25
이크레더블,092130,2008-10-24
세운메디칼,100700,2008-09-30
마이크로컨텍솔,098120,2008-09-23
이엠앤아이,083470,2008-09-18
삼강엠앤티,100090,2008-08-01
아이엠,101390,2008-07-23
웰크론한텍,076080,2008-07-18
하이드로리튬,101670,2008-07-15
슈프리마에이치큐,094840,2008-07-11
서울옥션,063170,2008-07-01
이스트소프트,047560,2008-07-01
크레버스,096240,2008-06-27
월덱스,101160,2008-06-19
쎄트렉아이,099320,2008-06-13
브리지텍,064480,2008-06-04
고영,098460,2008-06-03
조이시티,067000,2008-05-30
우진비앤지,018620,2008-05-20
테스,095610,2008-05-20
예스24,053280,2008-05-07
엘디티,096870,2008-05-02
메타바이오메드,059210,2008-04-15
효성오앤비,097870,2008-04-08
텔레필드,091440,2008-02-01
이트론,096040,2008-01-25
에스맥,097780,2008-01-23
에스코넥,096630,2007-12-26
일신바이오,068330,2007-12-26
서원인텍,093920,2007-12-20
이씨에스,067010,2007-12-18
대창솔루션,096350,2007-12-17
아이에스이커머스,069920,2007-12-05
알에프세미,096610,2007-11-20
디엔에프,092070,2007-11-16
일진파워,094820,2007-11-06
비엠티,086670,2007-11-02
이엠코리아,095190,2007-10-29
현우산업,092300,2007-10-24
다믈멀티미디어,093640,2007-10-19
에스에너지,095910,2007-10-16
성우전자,081580,2007-10-12
엘엠에스,073110,2007-10-12
제이엠티,094970,2007-10-12
오디텍,080520,2007-10-08
ISC,095340,2007-10-01
네오티스,085910,2007-10-01
미래나노텍,095500,2007-10-01
상보,027580,2007-10-01
바이오톡스텍,086040,2007-09-21
옴니시스템,057540,2007-09-19
푸른기술,094940,2007-09-14
웨이브일렉트로,095270,2007-09-12
빅솔론,093190,2007-08-20
S&K폴리텍,091340,2007-07-30
율호,072770,2007-07-25
갤럭시아머니트리,094480,2007-07-20
에코프로,086520,2007-07-20
엠피대산,065150,2007-07-18
컴투스,078340,2007-07-06
네오위즈,095660,2007-07-02
앤씨앤,092600,2007-06-26
엔텔스,069410,2007-06-20
풍강,093380,2007-06-01
동국제약,086450,2007-05-29
케이프,064820,2007-05-29
상신이디피,091580,2007-05-23
한라IMS,092460,2007-05-22
에프알텍,073540,2007-05-18
이엠텍,091120,2007-05-02
참좋은여행,094850,2007-04-30
네오리진,094860,2007-04-16
이베스트투자증권,078020,2007-02-21
매커스,093520,2007-02-12
오스템임플란트,048260,2007-02-07
나노캠텍,091970,2007-01-30
네오팜,092730,2007-01-30
비에이치,090460,2007-01-26
오스코텍,039200,2007-01-17
켐트로닉스,089010,2007-01-17
제이스텍,090470,2007-01-10
동아엘텍,088130,2007-01-03
휴온스글로벌,084110,2006-12-19
케이씨티,089150,2006-12-13
파트론,091700,2006-12-13
유니테스트,086390,2006-12-05
휴림로봇,090710,2006-12-05
에스에이티,060540,2006-11-28
큐에스아이,066310,2006-11-24
멀티캠퍼스,067280,2006-11-16
코세스,089890,2006-11-08
성창오토텍,080470,2006-11-03
넥스턴바이오,089140,2006-11-01
제이티,089790,2006-10-27
아이윈,090150,2006-10-20
이녹스,088390,2006-10-20
THE E&M,089230,2006-10-10
바텍,043150,2006-09-29
MDS테크,086960,2006-09-26
루멘스,038060,2006-08-08
CSA 코스믹,083660,2006-07-25
티엘아이,062860,2006-07-25
한국전자금융,063570,2006-07-14
쇼박스,086980,2006-07-07
팬엔터테인먼트,068050,2006-07-07
루트로닉,085370,2006-07-04
인포뱅크,039290,2006-07-04
아이오케이,078860,2006-06-27
동우팜투테이블,088910,2006-06-23
제이브이엠,054950,2006-06-07
팅크웨어,084730,2006-05-19
진바이오텍,086060,2006-04-28
TKG애강,022220,2006-04-11
에이스테크,088800,2006-03-27
셀트리온제약,068760,2006-02-03
GST,083450,2006-02-01
에너토크,019990,2006-02-01
제우스,079370,2006-02-01
뉴프렉스,085670,2006-01-17
유진테크,084370,2006-01-17
크리스탈지노믹스,083790,2006-01-06
바이오니아,064550,2005-12-29
헬릭스미스,084990,2005-12-29
인콘,083640,2005-12-27
차바이오텍,085660,2005-12-27
대봉엘에스,078140,2005-12-23
와이엔텍,067900,2005-12-23
케이엠,083550,2005-12-20
수성샐바시온,084180,2005-12-16
엠피씨플러스,050540,2005-12-12
모다이노칩,080420,2005-12-06
비에이치아이,083650,2005-12-02
케스피온,079190,2005-11-29
비보존 제약,082800,2005-11-18
자연과환경,043910,2005-11-18
와토스코리아,079000,2005-11-15
폴라리스오피스,041020,2005-10-28
디아크,078590,2005-10-27
서린바이오,038070,2005-10-25
가비아,079940,2005-10-19
덕산하이메탈,077360,2005-10-14
아바코,083930,2005-10-11
하나마이크론,067310,2005-10-11
엘오티베큠,083310,2005-10-05
코스나인,082660,2005-10-05
이상네트웍스,080010,2005-09-30
아리온,058220,2005-08-05
메디포스트,078160,2005-07-29
우리바이오,082850,2005-07-29
모두투어,080160,2005-07-26
가온미디어,078890,2005-07-12
쏠리드,050890,2005-07-08
옵트론텍,082210,2005-06-24
젬백스,082270,2005-06-24
플랜티넷,075130,2005-06-10
이노와이어리스,073490,2005-02-04
인베니아,079950,2005-02-04
동양이엔피,079960,2005-02-01
제주반도체,080220,2005-02-01
한창산업,079170,2005-02-01
디이엔티,079810,2005-01-26
에스엔유,080000,2005-01-25
iMBC,052220,2005-01-21
서산,079650,2005-01-21
KX하이텍,052900,2005-01-18
손오공,066910,2005-01-07
미래컴퍼니,049950,2005-01-04
아이크래프트,052460,2005-01-03
메가스터디,072870,2004-12-21
케이에스피,073010,2004-12-17
KG모빌리언스,046440,2004-12-14
대주전자재료,078600,2004-12-10
텔레칩스,054450,2004-12-10
HB테크놀러지,078150,2004-12-08
도이치모터스,067990,2004-12-03
토비스,051360,2004-11-19
제넨바이오,072520,2004-10-29
국일제지,078130,2004-10-22
DMS,068790,2004-10-01
코드네이처,078940,2004-08-27
시너지이노베이션,048870,2004-08-13
신성델타테크,065350,2004-08-06
한국경제TV,039340,2004-07-30
다날,064260,2004-07-23
형지I&C,011080,2004-07-02
비케이홀딩스,050090,2004-06-29
코엔텍,029960,2004-06-18
YBM넷,057030,2004-06-08
CS,065770,2004-06-04
아미노로직스,074430,2004-06-04
테라젠이텍스,066700,2004-05-27
디에이피,066900,2004-05-14
한양디지텍,078350,2004-05-14
동국알앤에스,075970,2004-02-13
라이트론,069540,2004-02-13
듀오백,073190,2004-02-06
삼진엘앤디,054090,2004-02-06
에스텍파마,041910,2004-02-06
세진티에스,067770,2004-01-09
한솔인티큐브,070590,2004-01-08
어반리튬,073570,2004-01-06
테라사이언스,073640,2004-01-06
우주일렉트로,065680,2004-01-02
피에이치씨,057880,2003-12-29
드림어스컴퍼니,060570,2003-12-19
버킷스튜디오,066410,2003-12-19
아프리카TV,067160,2003-12-19
원익QnC,074600,2003-12-12
로체시스템즈,071280,2003-11-14
에스텍,069510,2003-11-14
오텍,067170,2003-11-14
키이스트,054780,2003-11-14
현대에버다임,041440,2003-11-14
중앙백신,072020,2003-10-31
휴비츠,065510,2003-10-31
우리산업홀딩스,072470,2003-10-28
디지털대성,068930,2003-10-17
코스온,069110,2003-10-14
유아이디,069330,2003-08-18
티씨케이,064760,2003-08-18
아모텍,052710,2003-08-01
웰크론,065950,2003-07-29
파워로직스,047310,2003-07-25
코원플레이,056000,2003-07-11
이라이콤,041520,2003-07-04
녹원씨엔아이,065560,2003-07-01
홈캐스트,064240,2003-06-11
씨씨에스,066790,2003-05-30
웹젠,069080,2003-05-23
대화제약,067080,2003-02-14
우수AMS,066590,2003-02-12
JW신약,067290,2003-02-11
하츠,066130,2003-02-11
SBS콘텐츠허브,046140,2003-02-05
빅텍,065450,2003-02-05
탑엔지니어링,065130,2003-01-29
이루온,065440,2003-01-28
재영솔루텍,049630,2003-01-24
한국큐빅,021650,2003-01-24
인터플렉스,051370,2003-01-22
메디프론,065650,2003-01-21
삼영이엔씨,065570,2003-01-21
이엔코퍼레이션,066980,2003-01-17
리더스코스메틱,016100,2003-01-15
케이피엠테크,042040,2003-01-07
엘앤에프,066970,2003-01-02
디스플레이텍,066670,2002-12-30
와이오엠,066430,2002-12-24
초록뱀미디어,047820,2002-12-24
에프앤리퍼블릭,064090,2002-12-17
쎌바이오텍,049960,2002-12-13
NE능률,053290,2002-12-10
테크엘,064520,2002-12-04
KG이니시스,035600,2002-11-22
비엘팜텍,065170,2002-11-19
파라다이스,034230,2002-11-05
플래스크,041590,2002-11-01
새로닉스,042600,2002-10-01
오리엔트정공,065500,2002-09-19
대한그린파워,060900,2002-09-17
국보디자인,066620,2002-09-05
아이톡시,052770,2002-08-22
에스아이리소스,065420,2002-08-22
젬백스링크,064800,2002-08-22
리노스,039980,2002-08-13
현대바이오,048410,2002-08-08
에스피지,058610,2002-07-23
토탈소프트,045340,2002-07-19
서호전기,065710,2002-07-16
파커스,065690,2002-07-16
서울리거,043710,2002-07-11
홈센타홀딩스,060560,2002-07-11
아비코전자,036010,2002-07-03
큐렉소,060280,2002-07-03
소니드,060230,2002-06-25
우원개발,046940,2002-06-18
티사이언티픽,057680,2002-06-18
인선이엔티,060150,2002-06-14
와이어블,065530,2002-06-04
SM Life Design,063440,2002-05-30
지어소프트,051160,2002-05-28
지엔코,065060,2002-05-28
셀루메드,049180,2002-05-23
KH바텍,060720,2002-05-21
알에프텍,061040,2002-05-16
에스폴리텍,050760,2002-05-16
이랜텍,054210,2002-05-09
ES큐브,050120,2002-04-25
케이피티유,054410,2002-04-25
3S,060310,2002-04-23
화일약품,061250,2002-04-18
오상자이엘,053980,2002-04-09
농우바이오,054050,2002-04-02
케이엘넷,039420,2002-03-12
에스티아이,039440,2002-02-28
잉크테크,049550,2002-02-28
대한뉴팜,054670,2002-02-26
씨티씨바이오,060590,2002-02-21
인탑스,049070,2002-02-21
KT서브마린,060370,2002-02-15
피씨디렉트,051380,2002-02-15
구영테크,053270,2002-02-07
한국기업평가,034950,2002-02-07
뉴보텍,060260,2002-02-05
동양에스텍,060380,2002-02-05
백금T&A,046310,2002-02-05
파나케이아,058530,2002-02-05
고려신용정보,049720,2002-01-31
제일바이오,052670,2002-01-24
서울반도체,046890,2002-01-17
아가방컴퍼니,013990,2002-01-17
일야,058450,2002-01-17
미코,059090,2002-01-15
유신,054930,2002-01-15
프럼파스트,035200,2002-01-15
한국컴퓨터,054040,2002-01-15
대동스틸,048470,2002-01-10
링네트,042500,2002-01-10
제이웨이,058420,2002-01-10
큐로컴,040350,2002-01-10
팬스타엔터프라이즈,054300,2002-01-10
한빛소프트,047080,2002-01-10
NHN한국사이버결제,060250,2002-01-08
CNT85,056730,2002-01-04
금강철강,053260,2002-01-04
룽투코리아,060240,2002-01-04
동아화성,041930,2001-12-26
비츠로시스,054220,2001-12-26
오리엔탈정공,014940,2001-12-26
크로바하이텍,043590,2001-12-20
리노공업,058470,2001-12-18
성우테크론,045300,2001-12-18
에스에프에이,056190,2001-12-18
신화인터텍,056700,2001-12-13
엑사이엔씨,054940,2001-12-13
피에이치에이,043370,2001-12-13
APS홀딩스,054620,2001-12-04
코위버,056360,2001-12-04
성호전자,043260,2001-11-29
MIT,038340,2001-11-22
YW,051390,2001-11-15
삼영엠텍,054540,2001-11-15
이니텍,053350,2001-11-15
에이디칩스,054630,2001-11-13
유진로봇,056080,2001-11-13
태웅,044490,2001-11-08
경남제약,053950,2001-11-06
삼보모터스,053700,2001-11-06
한컴위드,054920,2001-11-01
코미팜,041960,2001-10-30
프리엠스,053160,2001-10-30
코나아이,052400,2001-10-18
메디콕스,054180,2001-10-16
SGA,049470,2001-10-11
엑서지21,043090,2001-10-11
지에스이,053050,2001-10-11
아이디스홀딩스,054800,2001-09-27
코데즈컴바인,047770,2001-09-18
안랩,053800,2001-09-13
YTN,040300,2001-09-04
CMG제약,058820,2001-08-31
JYP Ent.,035900,2001-08-30
한국테크놀로지,053590,2001-08-23
KCC건설,021320,2001-08-21
세동,053060,2001-08-17
프로텍,053610,2001-08-17
액토즈소프트,052790,2001-08-14
세코닉스,053450,2001-08-09
바이넥스,053030,2001-08-07
오성첨단소재,052420,2001-08-07
태양,053620,2001-08-07
유아이엘,049520,2001-08-02
초록뱀컴퍼니,052300,2001-08-02
대원미디어,048910,2001-07-31
중앙디앤엠,051980,2001-07-31
CJ프레시웨이,051500,2001-07-26
파인디앤씨,049120,2001-07-26
디지아이,043360,2001-07-20
코텍,052330,2001-07-10
한네트,052600,2001-07-10
에스티큐브,052020,2001-07-05
티에스넥스젠,043220,2001-07-03
스카이문스테크놀로지,033790,2001-06-26
큐로홀딩스,051780,2001-06-26
나라엠앤디,051490,2001-06-12
에코바이오,038870,2001-05-29
에이텍,045660,2001-05-24
대아티아이,045390,2001-05-17
캠시스,050110,2001-05-17
현대바이오랜드,052260,2001-05-17
SFA반도체,036540,2001-05-02
삼표시멘트,038500,2001-02-01
SM C&C,048550,2001-01-18
승일,049830,2001-01-18
조광ILI,044060,2001-01-18
피에스엠씨,024850,2001-01-18
TPC,048770,2001-01-16
코메론,049430,2001-01-16
블레이드 Ent,044480,2001-01-11
삼화네트웍스,046390,2001-01-11
성광벤드,014620,2001-01-11
유라테크,048430,2001-01-11
삼현철강,017480,2001-01-09
오픈베이스,049480,2001-01-09
KCI,036670,2001-01-03
라온시큐어,042510,2001-01-03
오로라,039830,2001-01-03
금화피에스시,036190,2000-12-26
코다코,046070,2000-12-26
인바디,041830,2000-12-14
고려제약,014570,2000-12-07
크린앤사이언스,045520,2000-12-05
포스코 ICT,022100,2000-11-28
KD,044180,2000-11-16
이글벳,044960,2000-11-16
아즈텍WB,032080,2000-10-26
오리콤,010470,2000-10-24
위닉스,044340,2000-10-24
상지카일룸,042940,2000-10-19
엔피케이,048830,2000-10-12
삼천당제약,000250,2000-10-04
에이치케이,044780,2000-09-07
정원엔시스,045510,2000-09-07
한양이엔지,045100,2000-08-31
누리플렉스,040160,2000-08-29
에쎈테크,043340,2000-08-29
국순당,043650,2000-08-24
엘컴텍,037950,2000-08-24
이오테크닉스,039030,2000-08-24
상상인,038540,2000-08-18
서울제약,018680,2000-08-18
나노엔텍,039860,2000-08-16
파나진,046210,2000-08-16
오공,045060,2000-08-10
솔고바이오,043100,2000-08-08
비츠로테크,042370,2000-08-03
코아시아,045970,2000-08-03
정상제이엘에스,040420,2000-08-01
진양제약,007370,2000-07-27
지니뮤직,043610,2000-07-20
진성티이씨,036890,2000-07-20
현대에이치티,039010,2000-07-20
삼아제약,009300,2000-07-19
파루,043200,2000-07-19
에스씨디,042110,2000-07-13
한국정보공학,039740,2000-07-06
디오,039840,2000-06-29
네오위즈홀딩스,042420,2000-06-27
다산네트웍스,039560,2000-06-22
바이오스마트,038460,2000-06-22
우리기술,032820,2000-06-22
안국약품,001540,2000-06-15
골드퍼시픽,038530,2000-06-09
세중,039310,2000-06-09
우리기술투자,041190,2000-06-09
HRS,036640,2000-05-30
에스에이엠티,031330,2000-05-23
NICE평가정보,030190,2000-05-16
위즈코프,038620,2000-05-04
이건홀딩스,039020,2000-05-04
파인디지털,038950,2000-05-04
나이스정보통신,036800,2000-05-03
SG&G,040610,2000-04-27
아이에이,038880,2000-04-27
에스넷,038680,2000-04-27
에스엠,041510,2000-04-27
쌍용정보통신,010280,2000-04-14
쎄니트,037760,2000-04-07
대성미생물,036480,2000-04-04
에코플라스틱,038110,2000-03-23
케이엠더블유,032500,2000-03-21
화성밸브,039610,2000-03-16
경남스틸,039240,2000-03-07
마크로젠,038290,2000-02-22
희림,037440,2000-02-03
레드캡투어,038390,2000-02-01
솔브레인홀딩스,036830,2000-01-18
에프에스티,036810,2000-01-18
코맥스,036690,2000-01-18
EG,037370,2000-01-11
감성코퍼레이션,036620,2000-01-11
성도이엔지,037350,2000-01-11
제일테크노스,038010,2000-01-11
무림SP,001810,2000-01-04
세종텔레콤,036630,2000-01-04
심텍홀딩스,036710,2000-01-04
파세코,037070,2000-01-04
SGC이테크건설,016250,1999-12-28
영풍정밀,036560,1999-12-28
서희건설,035890,1999-12-24
주성엔지니어링,036930,1999-12-24
케이티알파,036030,1999-12-24
다우데이타,032190,1999-12-21
동진쎄미켐,005290,1999-12-21
선광,003100,1999-12-21
제이에스티나,026040,1999-12-21
지더블유바이텍,036180,1999-12-21
클라우드에어,036170,1999-12-21
한국팩키지,037230,1999-12-21
삼지전자,037460,1999-12-16
우리엔터프라이즈,037400,1999-12-16
네패스,033640,1999-12-14
인지디스플레,037330,1999-12-14
위지트,036090,1999-12-10
유니셈,036200,1999-12-10
유성티엔에스,024800,1999-12-10
코리아나,027050,1999-12-10
SCI평가정보,036120,1999-12-07
골드앤에스,035290,1999-12-07
서울전자통신,027040,1999-12-03
대성창투,027830,1999-11-30
예림당,036000,1999-11-30
CJ ENM,035760,1999-11-23
이지홀딩스,035810,1999-11-23
기산텔레콤,035460,1999-11-18
바른손이앤에이,035620,1999-08-13
솔본,035610,1999-08-13
시공테크,020710,1999-08-13
신일제약,012790,1999-08-13
조아제약,034940,1999-08-13
인성정보,033230,1999-07-30
그래디언트,035080,1999-07-05
동국산업,005160,1999-06-25
매일홀딩스,005990,1999-05-14
해성산업,034810,1999-04-16
한국정보통신,025770,1998-01-20
파라텍,033540,1997-12-26
동성화인텍,033500,1997-12-19
드래곤플라이,030350,1997-11-10
엠케이전자,033160,1997-11-10
엠투엔,033310,1997-11-10
제이씨현시스템,033320,1997-11-10
포스코엠텍,009520,1997-11-10
스페코,013810,1997-11-03
좋은사람들,033340,1997-11-03
모아텍,033200,1997-10-13
코웰패션,033290,1997-10-13
코콤,015710,1997-09-30
제룡전기,033100,1997-08-18
제이엠아이,033050,1997-08-18
디지틀조선,033130,1997-08-06
바이온,032980,1997-08-06
와이지-원,019210,1997-08-06
특수건설,026150,1997-08-06
아이즈비전,031310,1997-07-25
동일기연,032960,1997-07-18
소프트센,032680,1997-07-18
원익,032940,1997-07-18
원풍물산,008290,1997-07-18
삼진,032750,1997-07-14
비트컴퓨터,032850,1997-07-04
휴먼엔,032860,1997-07-04
비엔지티,032790,1997-06-26
판타지오,032800,1997-06-26
유비케어,032620,1997-05-02
피델릭스,032580,1997-04-22
TJ미디어,032540,1997-04-16
휴맥스홀딩스,028080,1997-04-16
삼일,032280,1997-03-15
뉴인텍,012340,1997-02-12
오스템,031510,1997-02-12
엔에스엔,031860,1997-01-07
피에스케이홀딩스,031980,1997-01-07
세보엠이씨,011560,1996-12-23
한일단조,024740,1996-11-29
양지사,030960,1996-10-24
원익홀딩스,030530,1996-09-24
한글과컴퓨터,030520,1996-09-24
메이슨캐피탈,021880,1996-09-02
광무,029480,1996-08-27
대호특수강,021040,1996-08-27
HLB,028300,1996-07-27
팜스토리,027710,1996-07-06
삼보판지,023600,1996-05-29
삼목에스폼,018310,1996-05-03
에이스침대,003800,1996-05-03
원익큐브,014190,1996-04-26
리드코프,012700,1996-01-19
유니슨,018000,1996-01-10
아난티,025980,1996-01-06
광진실업,026910,1996-01-03
인터엠,017250,1996-01-03
성우하이텍,015750,1995-11-04
대신정보통신,020180,1995-10-06
서부T&D,006730,1995-10-06
동신건설,025950,1995-08-07
동화기업,025900,1995-08-07
신라에스지,025870,1995-07-07
케이씨피드,025880,1995-07-07
한탑,002680,1995-07-07
한국선재,025550,1995-06-19
대성엘텍,025440,1995-05-22
시노펙스,025320,1995-04-20
PN풍년,024940,1995-01-04
삼천리자전거,024950,1995-01-04
메디앙스,014100,1995-01-03
KBI메탈,024840,1994-12-29
경창산업,024910,1994-12-29
대륙제관,004780,1994-12-29
동원개발,013120,1994-12-29
세원물산,024830,1994-12-29
이화전기,024810,1994-12-29
케이피에프,024880,1994-12-29
KB오토시스,024120,1994-12-07
신원종합개발,017000,1994-12-07
흥구석유,024060,1994-12-07
대한약품,023910,1994-11-23
이화공영,001840,1994-11-23
풍국주정,023900,1994-11-23
대림제지,017650,1994-11-07
대한광통신,010170,1994-11-07
동일철강,023790,1994-11-07
플레이위드,023770,1994-11-07
한국캐피탈,023760,1994-11-07
한일사료,005860,1994-11-07
모베이스전자,012860,1994-10-26
CNH,023460,1994-10-07
국영지앤엠,006050,1994-10-07
유진기업,023410,1994-10-07
제이스코홀딩스,023440,1994-10-07
보성파워텍,006910,1994-09-07
브이티지엠피,018290,1994-09-07
태광,023160,1994-09-07
영신금속,007530,1994-08-05
신라섬유,001000,1994-06-28
원일특강,012620,1994-06-28
서한,011370,1994-05-24
바른손,018700,1994-03-18
부방,014470,1994-02-25
대명소노시즌,007720,1994-01-06
CBI,013720,1993-12-29
대양제지,006580,1993-12-29
유니크,011320,1993-12-29
진로발효,018120,1993-12-29
삼보산업,009620,1993-12-07
푸드웰,005670,1993-12-07
푸른저축은행,007330,1993-12-07
피제이전자,006140,1993-12-07
베뉴지,019010,1993-11-05
엠에스씨,009780,1993-10-12
대동금속,020400,1993-07-30
광림,014200,1993-07-07
대원산업,005710,1993-06-21
큐캐피탈,016600,1993-06-21
한국가구,004590,1993-06-03
디모아,016670,1993-04-21
중앙에너비스,000440,1993-03-24
삼륭물산,014970,1992-12-29
경동제약,011040,1992-12-18
원풍,008370,1992-12-18
네이처셀,007390,1992-11-30
삼일기업공사,002290,1992-11-30
일지테크,019540,1992-11-03
한일화학,007770,1992-09-07
한국알콜,017890,1992-08-04
대주산업,003310,1992-08-01
글로본,019660,1992-06-04
세명전기,017510,1991-12-26
에이티넘인베스트,021080,1991-07-12
대동기어,008830,1991-05-17
피에스텍,002230,1991-01-04
코센,009730,1990-07-27
카스,016920,1990-01-04
하이록코리아,013030,1989-12-15
SBI인베스트먼트,019550,1989-09-06
리더스 기술투자,019570,1989-03-14
엠벤처투자,019590,1989-03-14
모헨즈,006920,1989-01-05
